record_id	title	journal	publication_date	doi	venue_tier	venue_selection_basis	journal_metric_note	primary_stratum	secondary_modalities	study_content	article_url	review_file_url	review_material_type	review_rounds	reviewer_count	review_file_sha256	review_pages	review_text_chars	extraction_method	access_status	post_publication_status	concern_codes	concern_ontology_version	canonical_concern_families	decisive_concern	request_class	governing_criterion	author_action	minimum_repair	stronger_optional_route	closure_evidence	closure_status	author_response_strategy	manuscript_change	portable_skill_rule	review_locator	response_locator	verification_note
TPR049	Spatial transcriptomic clocks reveal cell proximity effects in brain ageing	Nature	2024-12-18	10.1038/s41586-024-08334-8	1-main-journal	Nature flagship; selected for venue standing, scope relevance and an official full peer-review file.	2025 JIF 56.1; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	bulk-rna	Builds spatial transcriptomic ageing clocks from brain cell states and tests whether local cellular neighbourhoods are associated with accelerated or delayed molecular ageing.	https://www.nature.com/articles/s41586-024-08334-8	https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-08334-8/MediaObjects/41586_2024_8334_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	4	5	aaf660db5ed6f99c26af4b58db8e81102a486c9a40bcfb540a85bb7c468bd960	148	354818	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	MECHANISM_CAUSALITY;PERTURBATION_RESCUE;SPATIAL_RESOLUTION_SEGMENTATION;FUNCTIONAL_VALIDATION;STATISTICAL_RIGOR;GENERALIZABILITY_OOD	1.0.0	MECHANISM_FUNCTION_PERTURBATION;MEASUREMENT_QC_SPATIAL_TRUTH;STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS	The reviewer objected that spatial proximity and intervention-associated observations were repeatedly written as causal or functional effects that the design did not establish.	manuscript-grounded-defect	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The authors toned down causal language throughout, replaced claims about lowering IFNG with association-level wording for the LPS condition, and softened the concluding mechanistic statements.	Add a discriminating perturbation, target-engagement/control/rescue result, or reduce mechanistic and causal language to the observed association or state change.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.131-132: Authors toned down causal language throughout, replaced claims about lowering IFNG with association-level wording for the LPS condition, and softened the concluding mechanistic statements.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	MECHANISM_CAUSALITY — When spatial proximity or a broad intervention does not isolate a mediator, replace causal or functional wording with association-level wording throughout the manuscript.	public review file p.5	author response in public review file pp.131-132	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR050	A spatial human thymus cell atlas mapped to a continuous tissue axis	Nature	2024-11-20	10.1038/s41586-024-07944-6	1-main-journal	Nature flagship; selected for venue standing, scope relevance and an official full peer-review file.	2025 JIF 56.1; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	single-cell	Constructs a spatially resolved human thymus cell atlas along a continuous tissue axis to connect thymocyte maturation states with anatomical niches.	https://www.nature.com/articles/s41586-024-07944-6	https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-07944-6/MediaObjects/41586_2024_7944_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	1	4	c6cc12d681c804703d93ad8035ceb69c6f44c4a9594333bebf23d530adef53d9	37	88395	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	FIGURE_CLARITY;CELL_ANNOTATION_VALIDITY;STATISTICAL_RIGOR;BENCHMARK_FAIRNESS;METHODS_REPRODUCIBILITY;TRAJECTORY_TEMPORAL_CAUSALITY	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;MULTIOMICS_ALIGNMENT_ANNOTATION;STATISTICAL_INFERENCE_CONFOUNDING;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS;MECHANISM_FUNCTION_PERTURBATION	The reviewer found the cell-type annotations in Fig. 3 and Extended Data Fig. 5 unclear because T_DP(Q), T_DP(P) and related acronyms lacked definitions.	clarification-needed	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The authors defined the cell-state abbreviations in the figure legends and introduced the terms in the main text.	Expose the biological unit, denominators, conditions, uncertainty and analysis link in the figure or legend so the decisive evidence can be interpreted without guessing.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF p.26: Authors state that the thymocyte-state acronyms were defined in the relevant legends and main text.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	FIGURE_CLARITY — Define every cell-state abbreviation at first use and in the figure legend where the state must be interpreted.	public review file p.6	author response in public review file p.26	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR051	Single-cell multi-omics map of human fetal blood in Down syndrome	Nature	2024-09-25	10.1038/s41586-024-07946-4	1-main-journal	Nature flagship; selected for venue standing, scope relevance and an official full peer-review file.	2025 JIF 56.1; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	multi-omics	single-cell	Combines single-cell transcriptomic and chromatin profiles of human fetal blood to map altered haematopoietic states and regulatory programs in Down syndrome.	https://www.nature.com/articles/s41586-024-07946-4	https://static-content.springer.com/esm/art%3A10.1038%2Fs41586-024-07946-4/MediaObjects/41586_2024_7946_MOESM4_ESM.pdf	Peer Review Information (reviewer reports and author response)	1	5	a278f475b7fbcd32de4c0d4822443223f1fffa93f010375ef3116aca13a48ff4	165	313385	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	REPLICATION_UNIT;MECHANISM_CAUSALITY;PERTURBATION_RESCUE;FUNCTIONAL_VALIDATION;CELL_ANNOTATION_VALIDITY;MULTIPLE_TESTING	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;MECHANISM_FUNCTION_PERTURBATION;MULTIOMICS_ALIGNMENT_ANNOTATION;STATISTICAL_INFERENCE_CONFOUNDING	The reviewer questioned whether single-cell differences were robust when donors or fetuses, rather than cells, were treated as biological replicates and age or sex was included.	manuscript-grounded-defect	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The authors reran liver-versus-femur differential expression with sample- and fetus-level pseudobulks and age- or sex-adjusted models; log-fold changes remained highly concordant (r>0.96).	Reanalyse at the biological independent unit with the sample hierarchy represented, or restrict inference to the observed donors or specimens; added cells, spots or tiles are not replication.	Optional extension, not a recorded requirement: establish blockwise incremental value, robustness to integration choices and orthogonal validation of the central bridge.	PRF pp.71-73: Authors report four pseudobulk specifications plus age and sex sensitivity analyses, with log-fold-change correlations above 0.96 and stable significant genes.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	REPLICATION_UNIT — Reanalyse single-cell contrasts with donor- or fetus-level pseudobulks and covariate-adjusted models, then report concordance with cell-level estimates.	public review file p.9	author response in public review file pp.71-73	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR052	Spatially resolved single-cell analyses of human meningioma identify novel cell states influencing tumor microenvironment and progression	Nature Genetics	2026-06-09	10.1038/s41588-026-02615-w	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	single-cell	Profiles human meningiomas with spatial single-cell transcriptomics to identify tumour and stromal cell states associated with microenvironmental organization and progression.	https://www.nature.com/articles/s41588-026-02615-w	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-026-02615-w/MediaObjects/41588_2026_2615_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	2	3	a22313815a3f8bf5eccc318a00566aad12056530ccc1875b0cd86b12f439fbd6	74	150402	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	QC_PREPROCESSING;CELL_ANNOTATION_VALIDITY;SPATIAL_RESOLUTION_SEGMENTATION;BENCHMARK_FAIRNESS;STATISTICAL_RIGOR;TRAJECTORY_TEMPORAL_CAUSALITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;MECHANISM_FUNCTION_PERTURBATION	The reviewer asked whether ambient RNA, doublets or related QC factors obscured tumour cell states and requested canonical-marker dotplots or feature plots.	optional-strengthening	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The authors added DecontX and DIEM ambient-RNA analyses with cell-type and state summaries, reported the existing doublet/QC filters, and added a supplementary ambient-RNA figure plus canonical-marker DotPlot and FeaturePlots.	Report QC thresholds, exclusions, versions and preprocessing choices, test consequential alternatives, and show whether the headline result survives.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.36-37: Authors added DecontX and DIEM ambient-RNA analyses with cell-type and state summaries, reported the existing doublet/QC filters, and added a supplementary ambient-RNA figure plus canonical-marker DotPlot and FeaturePlots.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	QC_PREPROCESSING — Test ambient RNA and doublets explicitly and show canonical-marker plots before treating tumour cell states as biological.	public review file p.4	author response in public review file pp.36-37	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR053	Mosaic integration of spatial multi-omics with SpaMosaic	Nature Genetics	2026-04-24	10.1038/s41588-026-02573-3	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	multi-omics	Presents SpaMosaic for mosaic integration of partially overlapping spatial omics modalities and evaluates whether the joint representation preserves spatial domains and modality-specific biology.	https://www.nature.com/articles/s41588-026-02573-3	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-026-02573-3/MediaObjects/41588_2026_2573_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	2	4	f85e0592101f649c2c6b4fd084bf53658894e351566deed913c952b1705926ce	71	173747	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	MULTIOMICS_INTEGRATION;BENCHMARK_FAIRNESS;SPATIAL_RESOLUTION_SEGMENTATION;STATISTICAL_RIGOR;VALIDATION_GROUND_TRUTH;METHODS_REPRODUCIBILITY	1.0.0	MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;STATISTICAL_INFERENCE_CONFOUNDING;REPRODUCIBILITY_OPENNESS	The reviewer requested validation on genuinely high-resolution spatial data, including a high-resolution multi-omics dataset rather than only the original lower-resolution examples.	manuscript-grounded-defect	Cross-modal or cell-level interpretation requires traceable matched units, defensible annotation or alignment, and evidence for the claimed bridge.	The authors added Visium HD RNA-ATAC and Stereo-seq evaluations spanning two-micrometre to submicrometre resolution and showed integration across technologies, section sizes and spatial resolutions.	Preserve the matched sample intersection, compare unimodal and integrated models, test integration sensitivity and validate the biological meaning of the claimed cross-modal bridge.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF p.36: Authors added Visium HD RNA-ATAC and Stereo-seq evaluations spanning two-micrometre to submicrometre resolution and showed integration across technologies, section sizes and spatial resolutions.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	MULTIOMICS_INTEGRATION — Validate a multi-omics alignment method on genuinely high-resolution paired datasets spanning relevant technologies and spatial resolutions.	public review file p.3	author response in public review file p.36	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR054	Single-cell spatial transcriptomic analysis of human skin anatomy	Nature Genetics	2026-03-23	10.1038/s41588-026-02552-8	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	bulk-rna;single-cell	Creates a single-cell spatial transcriptomic map of human skin anatomy, defining conserved cell populations and local neighbourhoods across anatomical sites.	https://www.nature.com/articles/s41588-026-02552-8	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-026-02552-8/MediaObjects/41588_2026_2552_MOESM2_ESM.pdf	Peer Review Information (reviewer reports and author response)	2	3	6823fe1ee364e267695ee4dcf8c882131baf6b95e8fe32533da7e348d9b1981e	20	69393	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	FUNCTIONAL_VALIDATION;SPATIAL_RESOLUTION_SEGMENTATION;CELL_ANNOTATION_VALIDITY;GENERALIZABILITY_OOD;CLAIM_CALIBRATION;ALTERNATIVE_EXPLANATION	1.0.0	MECHANISM_FUNCTION_PERTURBATION;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS;CONTRIBUTION_CLAIM_CALIBRATION;INTERPRETABILITY_ALTERNATIVES	The reviewer considered the atlas largely descriptive and asked for functional validation of a key spatial-neighbourhood or cell-cell interaction prediction.	manuscript-grounded-defect	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The authors added matched human-skin explant experiments in two donors: TNF treatment restored and increased CCL19-positive perivascular fibroblasts, supported by RNAscope, qPCR and new main and extended-data figures.	Validate the central nominated program or regulator with a targeted functional or orthogonal assay at the correct biological unit; otherwise reduce the wording to association or nomination.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF pp.14-16: Authors added matched human-skin explant experiments in two donors: TNF treatment restored and increased CCL19-positive perivascular fibroblasts, supported by RNAscope, qPCR and new main and extended-data figures.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	FUNCTIONAL_VALIDATION — Select one key atlas-derived spatial prediction and test it in matched tissue perturbation with orthogonal localization and expression readouts; do not imply that this validates the entire atlas.	public review file p.4	author response in public review file pp.14-16	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR055	Single-cell atlas of the transcriptome and chromatin accessibility in the human retina	Nature Genetics	2026-01-23	10.1038/s41588-025-02454-1	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	single-cell	bulk-rna;multi-omics	Builds a joint single-cell transcriptome and chromatin-accessibility atlas of the human retina to resolve cell identities, regulatory elements and developmental relationships.	https://www.nature.com/articles/s41588-025-02454-1	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02454-1/MediaObjects/41588_2025_2454_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	3	3	6de23227285b5831b99b0603080c2a2bdc46182db0bd63f90a08a70482531ea1	32	103909	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	CORRECTION as screened 2026-08-22: Nature records an Author Correction published 18 February 2026 (DOI 10.1038/s41588-026-02545-7): Jongsu Choi had been omitted from the author list and author-contribution statement and was added to the HTML and PDF versions.	MULTIPLE_TESTING;CELL_ANNOTATION_VALIDITY;STATISTICAL_RIGOR;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;EXTERNAL_VALIDATION	1.0.0	STATISTICAL_INFERENCE_CONFOUNDING;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS	The reviewer warned that more than 60 genome-wide tests used the same nominal q<0.05 threshold without independent validation, making false-positive and downstream pathway claims likely.	manuscript-grounded-defect	The estimand, biological unit, hierarchy, uncertainty, multiplicity, confounding and sensitivity analyses must support the stated inference.	The authors expanded the dataset to 3.9 million nuclei or cells from 125 donors, reran differential analyses and removed unvalidated results; they replaced the sliding-window tests with donor-aware mixed models, MASH local false-sign-rate control and GO multiplicity correction.	Define the tested family, apply an appropriate multiplicity procedure, report adjusted results and remove claims that depend only on uncorrected selection.	Optional extension, not a recorded requirement: replicate donor-level effects and validate cell identities or states with an independent dataset or assay.	PRF pp.15-16: Authors expanded the dataset to 3.9 million nuclei or cells from 125 donors, reran differential analyses and removed unvalidated results; they replaced the sliding-window tests with donor-aware mixed models, MASH local false-sign-rate control and GO multiplicity correction.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	MULTIPLE_TESTING — For many genome-wide contrasts, use donor-aware models and multiplicity control, expand biological units where possible, and remove downstream claims that do not survive reanalysis.	public review file p.3	author response in public review file pp.15-16	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR056	Spatially resolved multi-omics of human metabolic dysfunction-associated steatotic liver disease	Nature Genetics	2025-11-24	10.1038/s41588-025-02407-8	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	multi-omics	Integrates spatially resolved molecular layers in metabolic dysfunction-associated steatotic liver disease to nominate cell states and regulatory pathways linked to tissue pathology.	https://www.nature.com/articles/s41588-025-02407-8	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02407-8/MediaObjects/41588_2025_2407_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	4	3	ad219119f5c70283b4118274de7b0738a5dfa65cbde20445b20f5c23be786b2d	55	147580	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	CLAIM_CALIBRATION;MULTIOMICS_INTEGRATION;FUNCTIONAL_VALIDATION;BENCHMARK_FAIRNESS;STATISTICAL_RIGOR;QC_PREPROCESSING	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;MULTIOMICS_ALIGNMENT_ANNOTATION;MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;MEASUREMENT_QC_SPATIAL_TRUTH	The reviewer noted that a proposed RSPO3-LGR6 therapeutic blockade was unsupported by functional validation.	manuscript-grounded-defect	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The authors explicitly recast the result as a candidate signaling pathway supported only by transcriptomic and spatial co-localization evidence and stated that experimental validation is still required.	Rewrite the affected title, abstract, Results and Discussion claims to the strongest level supported by the current design, while adding any existing evidence needed to make that boundary explicit.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF p.52: Authors explicitly recast the result as a candidate signaling pathway supported only by transcriptomic and spatial co-localization evidence and stated that experimental validation is still required.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	CLAIM_CALIBRATION — If a nominated therapeutic ligand-receptor axis has only transcriptomic and spatial support, label it a candidate and state that functional validation remains required.	public review file p.8	author response in public review file p.52	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR057	Modeling heterogeneity in single-cell perturbation states enhances detection of response eQTLs	Nature Genetics	2025-10-20	10.1038/s41588-025-02344-6	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	perturbation	single-cell	Models heterogeneous single-cell perturbation states to improve response-eQTL detection and tests whether state-aware models recover genotype-dependent perturbation effects.	https://www.nature.com/articles/s41588-025-02344-6	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02344-6/MediaObjects/41588_2025_2344_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	2	4	b3ec0d26f0824291f52c3304ac760d38a7d0d222107ec8196f8846fe9262de1d	66	166520	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	REPLICATION_UNIT;PERTURBATION_RESCUE;STATISTICAL_RIGOR;FUNCTIONAL_VALIDATION;BENCHMARK_FAIRNESS;BATCH_CONFOUNDING	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;MECHANISM_FUNCTION_PERTURBATION;STATISTICAL_INFERENCE_CONFOUNDING;COMPARATOR_CONTROL_ABLATION	The reviewer questioned why eGenes were prioritized with pseudobulk rather than a Poisson single-cell model and why expression was averaged across conditions per donor.	clarification-needed	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The authors explained that genome-wide Poisson mixed modeling was computationally impractical, documented the per-donor averaging needed by FastQTL, and added this rationale to Methods with one profile per donor.	Reanalyse at the biological independent unit with the sample hierarchy represented, or restrict inference to the observed donors or specimens; added cells, spots or tiles are not replication.	Optional extension, not a recorded requirement: add dose-time, target-engagement, off-target and rescue evidence appropriate to the causal claim.	PRF p.37: Authors explained that genome-wide Poisson mixed modeling was computationally impractical, documented the per-donor averaging needed by FastQTL, and added this rationale to Methods with one profile per donor.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	REPLICATION_UNIT — Explain why the selected pseudobulk estimand and donor-level averaging match the eQTL tool, and disclose infeasible cell-level alternatives.	public review file p.4	author response in public review file p.37	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
TPR058	Spatial signatures for predicting immunotherapy outcomes using multi-omics in non-small cell lung cancer	Nature Genetics	2025-10-10	10.1038/s41588-025-02351-7	2-major-specialist	Major Nature genetics journal; selected for genomics-method or mechanism relevance and an official full peer-review file.	2025 JIF 25.5; official Nature Portfolio metrics: https://www.nature.com/nature-portfolio/about-journals/journal-metrics (checked 2026-08-22).	spatial	multi-omics	Combines spatial and molecular profiling of non-small-cell lung cancer to derive microenvironmental signatures intended to predict immunotherapy outcomes.	https://www.nature.com/articles/s41588-025-02351-7	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02351-7/MediaObjects/41588_2025_2351_MOESM3_ESM.pdf	Peer Review Information (reviewer reports and author response)	4	2	bbdad37ecc387bedafb6cdf3b75d204e733eb8d3c0b069516aa75c5db73ca13c	14	52617	pypdf-6.10.0 page text; page-indexed reviewer/author-response split; concern-response alignment; semantic audit	VERIFIED_TEXT	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	STATISTICAL_RIGOR;EXTERNAL_VALIDATION;VALIDATION_GROUND_TRUTH;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;BATCH_CONFOUNDING	1.0.0	STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION	The reviewer challenged inconsistent one- versus two-sided tests and an inference that nonsignificant overall survival demonstrated endpoint specificity.	manuscript-grounded-defect	The estimand, biological unit, hierarchy, uncertainty, multiplicity, confounding and sensitivity analyses must support the stated inference.	The authors clarified the endpoint interpretation, tested additional cohorts for progression-free and overall survival, and revised the explanation to acknowledge extra non-cancer determinants and variability of overall survival.	State the estimand and biological unit, use an appropriate model and uncertainty estimate, address assumptions and multiplicity, and revise conclusions that fail sensitivity checks.	Optional extension, not a recorded requirement: replicate the spatial pattern across independent specimens and confirm it by orthogonal imaging or staining.	PRF p.8: Authors clarified the endpoint interpretation, tested additional cohorts for progression-free and overall survival, and revised the explanation to acknowledge extra non-cancer determinants and variability of overall survival.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	The revised article or supplement incorporates the documented analysis, experiment, clarification or claim calibration identified in the response.	STATISTICAL_RIGOR — Pre-specify one- versus two-sided survival tests by training or validation role, and never treat nonsignificant overall survival as proof of endpoint specificity.	public review file p.2	author response in public review file p.8	Omics subcorpus: official article and review PDF verified; page-indexed reviewer/author-response split, concern alignment and semantic audit recorded in the source table.
