record_id	doi	journal	publication_date	primary_stratum	post_publication_status	request_class	concern_codes	concern_ontology_version	canonical_concern_families	governing_criterion	decisive_concern	author_action	closure_evidence	closure_status	author_response_strategy	review_locator	response_locator	portable_skill_rule	review_file_url	review_file_sha256
TPR053	10.1038/s41588-026-02573-3	Nature Genetics	2026-04-24	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	MULTIOMICS_INTEGRATION;BENCHMARK_FAIRNESS;SPATIAL_RESOLUTION_SEGMENTATION;STATISTICAL_RIGOR;VALIDATION_GROUND_TRUTH;METHODS_REPRODUCIBILITY	1.0.0	MULTIOMICS_ALIGNMENT_ANNOTATION;COMPARATOR_CONTROL_ABLATION;MEASUREMENT_QC_SPATIAL_TRUTH;STATISTICAL_INFERENCE_CONFOUNDING;REPRODUCIBILITY_OPENNESS	Cross-modal or cell-level interpretation requires traceable matched units, defensible annotation or alignment, and evidence for the claimed bridge.	The reviewer requested validation on genuinely high-resolution spatial data, including a high-resolution multi-omics dataset rather than only the original lower-resolution examples.	The authors added Visium HD RNA-ATAC and Stereo-seq evaluations spanning two-micrometre to submicrometre resolution and showed integration across technologies, section sizes and spatial resolutions.	PRF p.36: Authors added Visium HD RNA-ATAC and Stereo-seq evaluations spanning two-micrometre to submicrometre resolution and showed integration across technologies, section sizes and spatial resolutions.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.3	author response in public review file p.36	MULTIOMICS_INTEGRATION — Validate a multi-omics alignment method on genuinely high-resolution paired datasets spanning relevant technologies and spatial resolutions.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-026-02573-3/MediaObjects/41588_2026_2573_MOESM3_ESM.pdf	f85e0592101f649c2c6b4fd084bf53658894e351566deed913c952b1705926ce
TPR054	10.1038/s41588-026-02552-8	Nature Genetics	2026-03-23	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	FUNCTIONAL_VALIDATION;SPATIAL_RESOLUTION_SEGMENTATION;CELL_ANNOTATION_VALIDITY;GENERALIZABILITY_OOD;CLAIM_CALIBRATION;ALTERNATIVE_EXPLANATION	1.0.0	MECHANISM_FUNCTION_PERTURBATION;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS;CONTRIBUTION_CLAIM_CALIBRATION;INTERPRETABILITY_ALTERNATIVES	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The reviewer considered the atlas largely descriptive and asked for functional validation of a key spatial-neighbourhood or cell-cell interaction prediction.	The authors added matched human-skin explant experiments in two donors: TNF treatment restored and increased CCL19-positive perivascular fibroblasts, supported by RNAscope, qPCR and new main and extended-data figures.	PRF pp.14-16: Authors added matched human-skin explant experiments in two donors: TNF treatment restored and increased CCL19-positive perivascular fibroblasts, supported by RNAscope, qPCR and new main and extended-data figures.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.4	author response in public review file pp.14-16	FUNCTIONAL_VALIDATION — Select one key atlas-derived spatial prediction and test it in matched tissue perturbation with orthogonal localization and expression readouts; do not imply that this validates the entire atlas.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-026-02552-8/MediaObjects/41588_2026_2552_MOESM2_ESM.pdf	6823fe1ee364e267695ee4dcf8c882131baf6b95e8fe32533da7e348d9b1981e
TPR055	10.1038/s41588-025-02454-1	Nature Genetics	2026-01-23	single-cell	CORRECTION as screened 2026-08-22: Nature records an Author Correction published 18 February 2026 (DOI 10.1038/s41588-026-02545-7): Jongsu Choi had been omitted from the author list and author-contribution statement and was added to the HTML and PDF versions.	manuscript-grounded-defect	MULTIPLE_TESTING;CELL_ANNOTATION_VALIDITY;STATISTICAL_RIGOR;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;EXTERNAL_VALIDATION	1.0.0	STATISTICAL_INFERENCE_CONFOUNDING;MULTIOMICS_ALIGNMENT_ANNOTATION;EXTERNAL_VALIDATION_ROBUSTNESS	The estimand, biological unit, hierarchy, uncertainty, multiplicity, confounding and sensitivity analyses must support the stated inference.	The reviewer warned that more than 60 genome-wide tests used the same nominal q<0.05 threshold without independent validation, making false-positive and downstream pathway claims likely.	The authors expanded the dataset to 3.9 million nuclei or cells from 125 donors, reran differential analyses and removed unvalidated results; they replaced the sliding-window tests with donor-aware mixed models, MASH local false-sign-rate control and GO multiplicity correction.	PRF pp.15-16: Authors expanded the dataset to 3.9 million nuclei or cells from 125 donors, reran differential analyses and removed unvalidated results; they replaced the sliding-window tests with donor-aware mixed models, MASH local false-sign-rate control and GO multiplicity correction.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.3	author response in public review file pp.15-16	MULTIPLE_TESTING — For many genome-wide contrasts, use donor-aware models and multiplicity control, expand biological units where possible, and remove downstream claims that do not survive reanalysis.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02454-1/MediaObjects/41588_2025_2454_MOESM3_ESM.pdf	6de23227285b5831b99b0603080c2a2bdc46182db0bd63f90a08a70482531ea1
TPR056	10.1038/s41588-025-02407-8	Nature Genetics	2025-11-24	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	CLAIM_CALIBRATION;MULTIOMICS_INTEGRATION;FUNCTIONAL_VALIDATION;BENCHMARK_FAIRNESS;STATISTICAL_RIGOR;QC_PREPROCESSING	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;MULTIOMICS_ALIGNMENT_ANNOTATION;MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;STATISTICAL_INFERENCE_CONFOUNDING;MEASUREMENT_QC_SPATIAL_TRUTH	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The reviewer noted that a proposed RSPO3-LGR6 therapeutic blockade was unsupported by functional validation.	The authors explicitly recast the result as a candidate signaling pathway supported only by transcriptomic and spatial co-localization evidence and stated that experimental validation is still required.	PRF p.52: Authors explicitly recast the result as a candidate signaling pathway supported only by transcriptomic and spatial co-localization evidence and stated that experimental validation is still required.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.8	author response in public review file p.52	CLAIM_CALIBRATION — If a nominated therapeutic ligand-receptor axis has only transcriptomic and spatial support, label it a candidate and state that functional validation remains required.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02407-8/MediaObjects/41588_2025_2407_MOESM3_ESM.pdf	ad219119f5c70283b4118274de7b0738a5dfa65cbde20445b20f5c23be786b2d
TPR057	10.1038/s41588-025-02344-6	Nature Genetics	2025-10-20	perturbation	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	REPLICATION_UNIT;PERTURBATION_RESCUE;STATISTICAL_RIGOR;FUNCTIONAL_VALIDATION;BENCHMARK_FAIRNESS;BATCH_CONFOUNDING	1.0.0	COHORT_LABEL_UNIT_LEAKAGE;MECHANISM_FUNCTION_PERTURBATION;STATISTICAL_INFERENCE_CONFOUNDING;COMPARATOR_CONTROL_ABLATION	The claimed effect must use valid labels and the correct independent unit, with cohort provenance and leakage-safe separation exposed.	The reviewer questioned why eGenes were prioritized with pseudobulk rather than a Poisson single-cell model and why expression was averaged across conditions per donor.	The authors explained that genome-wide Poisson mixed modeling was computationally impractical, documented the per-donor averaging needed by FastQTL, and added this rationale to Methods with one profile per donor.	PRF p.37: Authors explained that genome-wide Poisson mixed modeling was computationally impractical, documented the per-donor averaging needed by FastQTL, and added this rationale to Methods with one profile per donor.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.4	author response in public review file p.37	REPLICATION_UNIT — Explain why the selected pseudobulk estimand and donor-level averaging match the eQTL tool, and disclose infeasible cell-level alternatives.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02344-6/MediaObjects/41588_2025_2344_MOESM3_ESM.pdf	b3ec0d26f0824291f52c3304ac760d38a7d0d222107ec8196f8846fe9262de1d
TPR058	10.1038/s41588-025-02351-7	Nature Genetics	2025-10-10	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	STATISTICAL_RIGOR;EXTERNAL_VALIDATION;VALIDATION_GROUND_TRUTH;GENERALIZABILITY_OOD;MULTIOMICS_INTEGRATION;BATCH_CONFOUNDING	1.0.0	STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION	The estimand, biological unit, hierarchy, uncertainty, multiplicity, confounding and sensitivity analyses must support the stated inference.	The reviewer challenged inconsistent one- versus two-sided tests and an inference that nonsignificant overall survival demonstrated endpoint specificity.	The authors clarified the endpoint interpretation, tested additional cohorts for progression-free and overall survival, and revised the explanation to acknowledge extra non-cancer determinants and variability of overall survival.	PRF p.8: Authors clarified the endpoint interpretation, tested additional cohorts for progression-free and overall survival, and revised the explanation to acknowledge extra non-cancer determinants and variability of overall survival.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.2	author response in public review file p.8	STATISTICAL_RIGOR — Pre-specify one- versus two-sided survival tests by training or validation role, and never treat nonsignificant overall survival as proof of endpoint specificity.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02351-7/MediaObjects/41588_2025_2351_MOESM3_ESM.pdf	bbdad37ecc387bedafb6cdf3b75d204e733eb8d3c0b069516aa75c5db73ca13c
TPR059	10.1038/s41588-025-02253-8	Nature Genetics	2025-07-21	spatial	EDITOR_NOTE as screened 2026-08-22: 25 May 2026 Editor's Note: readers were alerted that concerns had been raised about the reliability of data in the article; Nature stated that an investigation was ongoing and further editorial action would follow if appropriate. This is an Editor's Note, not a retraction.	manuscript-grounded-defect	ALTERNATIVE_EXPLANATION;FUNCTIONAL_VALIDATION;PERTURBATION_RESCUE;SPATIAL_RESOLUTION_SEGMENTATION;CELL_ANNOTATION_VALIDITY;CELL_CELL_INTERACTION_INFERENCE	1.0.0	INTERPRETABILITY_ALTERNATIVES;MECHANISM_FUNCTION_PERTURBATION;MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION	Attribution requires a stable link to the measured object and explicit tests of credible technical or biological alternative explanations.	The reviewer asked whether differential survival of MCAM-negative and MCAM-positive CAFs during co-culture could falsely explain the apparent radioresistance effect.	The authors added multicolour immunofluorescence after co-culture and found similar ex vivo viability and activity in MCAM-negative and MCAM-positive CAFs.	PRF pp.41-42: Authors report the post-co-culture CAF staining and comparable viability and activity for both CAF groups in response Fig. 16.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.5	author response in public review file pp.41-42	ALTERNATIVE_EXPLANATION — When differential survival or activity could explain a co-culture phenotype, measure both candidate cell groups after co-culture before attributing the effect to radioresistance.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02253-8/MediaObjects/41588_2025_2253_MOESM3_ESM.pdf	9f6b4a114d7b3aeaa713b1f6b5ad0bb89df5d86c76c6ffaefaf439a90b52fb5b
TPR060	10.1038/s41588-025-02193-3	Nature Genetics	2025-06-05	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	SPATIAL_RESOLUTION_SEGMENTATION;BENCHMARK_FAIRNESS;CELL_ANNOTATION_VALIDITY;NOVELTY_POSITIONING;ALTERNATIVE_EXPLANATION	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;COMPARATOR_CONTROL_ABLATION;MULTIOMICS_ALIGNMENT_ANNOTATION;CONTRIBUTION_CLAIM_CALIBRATION;INTERPRETABILITY_ALTERNATIVES	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The reviewer found gland-level marker localization insufficient to establish Visium HD spatial accuracy because the glands were much larger than spots or bins, and requested evidence from additional sharply localized tissue markers.	The authors added tertiary-lymph-node and muscularis-mucosae marker analyses, quantified transcripts in source versus adjacent masks, reported 93.3–98.1% source localization and added the results as Supplementary Figure 2.	PRF p.11: Authors added tertiary-lymph-node and muscularis-mucosae marker analyses, quantified transcripts in source versus adjacent masks, reported 93.3–98.1% source localization and added the results as Supplementary Figure 2.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.4	author response in public review file p.11	SPATIAL_RESOLUTION_SEGMENTATION — Validate spatial accuracy with sharply localized markers, source-versus-adjacent masks and source-localized transcript fractions, not only organ-scale morphology.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02193-3/MediaObjects/41588_2025_2193_MOESM3_ESM.pdf	16396c889332bf3814c72c3a473a4f11986c4d6481f2d01fbeffdd6e4d517676
TPR061	10.1038/s41588-025-02083-8	Nature Genetics	2025-02-17	multi-omics	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	CELL_ANNOTATION_VALIDITY;FUNCTIONAL_VALIDATION;MULTIOMICS_INTEGRATION;STATISTICAL_RIGOR;TRAJECTORY_TEMPORAL_CAUSALITY;BENCHMARK_FAIRNESS	1.0.0	MULTIOMICS_ALIGNMENT_ANNOTATION;MECHANISM_FUNCTION_PERTURBATION;STATISTICAL_INFERENCE_CONFOUNDING;COMPARATOR_CONTROL_ABLATION	Cross-modal or cell-level interpretation requires traceable matched units, defensible annotation or alignment, and evidence for the claimed bridge.	The reviewer judged pseudotime-supported OPC and oligodendrocyte subtype changes to require histological validation and requested antibody staining or fluorescent in-situ evidence in human brain.	The authors performed multiplex RNAscope in human dentate gyrus and confirmed distinct OPC and oligodendrocyte populations with subtype-specific marker panels, adding the images and subtype evidence as Supplementary Figure 22.	PRF pp.45-46: Authors performed multiplex RNAscope in human dentate gyrus and confirmed distinct OPC and oligodendrocyte populations with subtype-specific marker panels, adding the images and subtype evidence as Supplementary Figure 22.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.6	author response in public review file pp.45-46	CELL_ANNOTATION_VALIDITY — Orthogonally confirm transcriptomic OPC and oligodendrocyte subtypes with subtype-specific RNAscope markers; this validates subtype presence, not pseudotime direction or function.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-025-02083-8/MediaObjects/41588_2025_2083_MOESM3_ESM.pdf	4b402dfdcfe5bd47243adfa657bf6ba3ebe703f57e3702cbc7fbe66dd814f0f9
TPR062	10.1038/s41588-024-02036-7	Nature Genetics	2025-01-08	single-cell	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	VALIDATION_GROUND_TRUTH;CELL_ANNOTATION_VALIDITY;METHODS_REPRODUCIBILITY;FIGURE_CLARITY	1.0.0	MEASUREMENT_QC_SPATIAL_TRUTH;MULTIOMICS_ALIGNMENT_ANNOTATION;REPRODUCIBILITY_OPENNESS;CONTRIBUTION_CLAIM_CALIBRATION	The claimed object requires valid measurement, transparent QC, physical-resolution and mapping-error bounds, and an appropriate reference standard.	The reviewer questioned the low XIST-positive recovery in dilution experiments and asked whether transcript abundance determines FlowFISH enrichment sensitivity.	The authors repeated the XIST dilution benchmark, recovered 47.0% positive events in the intended 50:50 mixture, and added abundance-dependent detection guidance and supporting variable-expression data.	PRF pp.9-10: Authors repeated the XIST dilution benchmark, recovered 47.0% positive events in the intended 50:50 mixture, and added abundance-dependent detection guidance and supporting variable-expression data.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file p.2	author response in public review file pp.9-10	VALIDATION_GROUND_TRUTH — For FlowFISH, repeat the XIST dilution benchmark and quantify expression-dependent detection sensitivity before giving gene-selection guidance.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-024-02036-7/MediaObjects/41588_2024_2036_MOESM3_ESM.pdf	4693c6f8c878ac8e452d20838d868a5001596b19838153a53b20377368a6dd08
TPR063	10.1038/s41588-024-01997-z	Nature Genetics	2025-01-02	single-cell	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	BATCH_CONFOUNDING;GENERALIZABILITY_OOD;BENCHMARK_FAIRNESS;METHODS_REPRODUCIBILITY	1.0.0	STATISTICAL_INFERENCE_CONFOUNDING;EXTERNAL_VALIDATION_ROBUSTNESS;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS	The estimand, biological unit, hierarchy, uncertainty, multiplicity, confounding and sensitivity analyses must support the stated inference.	The reviewer asked how recurrent tumour expression programs could be distinguished from batch effects shared by only a subset of tumours or patients.	The authors explained that such batch effects can enter the shared-program set, instructed users to compare program membership with batch labels, and identified a cohort-specific program as an explicit dataset-effect example.	PRF pp.10-11: Authors explained that such batch effects can enter the shared-program set, instructed users to compare program membership with batch labels, and identified a cohort-specific program as an explicit dataset-effect example.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.3	author response in public review file pp.10-11	BATCH_CONFOUNDING — Compare recurrent expression-program membership with cohort or batch labels and disclose any program consistent with a dataset effect rather than biological recurrence.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-024-01997-z/MediaObjects/41588_2024_1997_MOESM3_ESM.pdf	453ce6c4f7e8dfd018ebc56b27a8e5ad3693932d0655fda3eba97de0b6d5565d
TPR064	10.1038/s41588-024-02019-8	Nature Genetics	2024-12-03	single-cell	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	GENERALIZABILITY_OOD;MECHANISM_CAUSALITY;STATISTICAL_RIGOR;MULTIPLE_TESTING;BENCHMARK_FAIRNESS;REPLICATION_UNIT	1.0.0	EXTERNAL_VALIDATION_ROBUSTNESS;MECHANISM_FUNCTION_PERTURBATION;STATISTICAL_INFERENCE_CONFOUNDING;COMPARATOR_CONTROL_ABLATION;COHORT_LABEL_UNIT_LEAKAGE	Generalization and utility claims must match an explicitly shifted independent validation setting and expose robustness and failure boundaries.	The reviewer asked the authors to distinguish ancestry-biased sQTLs driven by allele-frequency differences from those showing ancestry-dependent effect sizes.	The authors stratified the cohort into East, Southeast and South Asian groups, added ancestry-biased cis-sQTL results, and separated signals attributable to higher minor-allele frequency from those attributable to effect-size differences.	PRF pp.27-28: Authors stratified the cohort into East, Southeast and South Asian groups, added ancestry-biased cis-sQTL results, and separated signals attributable to higher minor-allele frequency from those attributable to effect-size differences.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.4	author response in public review file pp.27-28	GENERALIZABILITY_OOD — Stratify sQTLs by ancestry and separate allele-frequency enrichment from ancestry-dependent effect-size differences before calling ancestry-biased regulation.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-024-02019-8/MediaObjects/41588_2024_2019_MOESM3_ESM.pdf	8227d7d61b1f91c798de8ab4c1de7b0f063679296b534f790f3e3974264ba769
TPR065	10.1038/s41588-024-01999-x	Nature Genetics	2024-11-25	multi-omics	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	MECHANISM_CAUSALITY;CLAIM_CALIBRATION;BENCHMARK_FAIRNESS;CELL_ANNOTATION_VALIDITY;MULTIOMICS_INTEGRATION;STATISTICAL_RIGOR	1.0.0	MECHANISM_FUNCTION_PERTURBATION;CONTRIBUTION_CLAIM_CALIBRATION;COMPARATOR_CONTROL_ABLATION;MULTIOMICS_ALIGNMENT_ANNOTATION;STATISTICAL_INFERENCE_CONFOUNDING	Mechanistic language requires an intervention or discriminating orthogonal evidence that addresses credible alternatives and causal boundaries.	The reviewer argued that small subclones did not establish that complex structural variants cause stemness and identified the reverse causal direction as equally plausible.	The authors expanded the cohort and single-cell analysis, quantified associations between stem-cell scores and structural-variant burden, then explicitly stated that causal direction remains unresolved and revised causal claims accordingly.	PRF pp.35-36: Authors expanded the cohort and single-cell analysis, quantified associations between stem-cell scores and structural-variant burden, then explicitly stated that causal direction remains unresolved and revised causal claims accordingly.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.4	author response in public review file pp.35-36	MECHANISM_CAUSALITY — Treat structural-variant burden and stemness as an association when reverse causation remains plausible, even after cohort expansion.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-024-01999-x/MediaObjects/41588_2024_1999_MOESM3_ESM.pdf	3e8243f57c36a863024c1d02927efcafbbe6c02d2059f6d5697027987c21e095
TPR066	10.1038/s41588-024-01961-x	Nature Genetics	2024-11-22	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	clarification-needed	STATISTICAL_RIGOR;MECHANISM_CAUSALITY;REPLICATION_UNIT;BENCHMARK_FAIRNESS;TRAJECTORY_TEMPORAL_CAUSALITY;COHORT_SAMPLE_SIZE	1.0.0	STATISTICAL_INFERENCE_CONFOUNDING;MECHANISM_FUNCTION_PERTURBATION;COHORT_LABEL_UNIT_LEAKAGE;COMPARATOR_CONTROL_ABLATION	The estimand, biological unit, hierarchy, uncertainty, multiplicity, confounding and sensitivity analyses must support the stated inference.	The reviewer questioned the power and disease specificity of sex-associated changes and requested comparisons of sex and disease effect sizes beyond AD with Down syndrome.	The authors added sex-differential analyses in other Alzheimer groups and 5xFAD data, plotted sex-versus-disease effect sizes for modules and genes, and retained the small biological sample size as an explicit limitation.	PRF p.12: Authors added sex-differential analyses in other Alzheimer groups and 5xFAD data, plotted sex-versus-disease effect sizes for modules and genes, and retained the small biological sample size as an explicit limitation.	analysis-or-evidence-added	accept-or-partially-accept|add-quantitative-evidence|calibrate-claim|anchor-location	public review file p.4	author response in public review file p.12	STATISTICAL_RIGOR — Compare sex and disease effect sizes across groups or models and preserve low biological sample size as an explicit limitation.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41588-024-01961-x/MediaObjects/41588_2024_1961_MOESM3_ESM.pdf	35c1143a69926becb6cefea535f4a98dff6d3a9797015327baff687ea3a64859
TPR067	10.1038/s41592-026-03089-8	Nature Methods	2026-04-30	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	reviewer-preference	CLAIM_CALIBRATION;FIGURE_CLARITY;GENERALIZABILITY_OOD;CELL_ANNOTATION_VALIDITY;BATCH_CONFOUNDING;DATA_CODE_AVAILABILITY	1.0.0	CONTRIBUTION_CLAIM_CALIBRATION;EXTERNAL_VALIDATION_ROBUSTNESS;MULTIOMICS_ALIGNMENT_ANNOTATION;STATISTICAL_INFERENCE_CONFOUNDING;REPRODUCIBILITY_OPENNESS	The stated contribution and every material claim must remain a defensible delta within the actual design, evidence, uncertainty and validated scope.	The reviewer found the singlet/doublet terminology misleading for Xenium cell assignments and recommended pure/mixed terminology.	The authors replaced the main terminology with pure and mixed throughout and moved doublet-specific analyses out of the primary presentation.	PRF p.34: Authors replaced the main terminology with pure and mixed throughout and moved doublet-specific analyses out of the primary presentation.	text-or-claim-revised	clarify-rationale|revise-method-or-claim|state-boundary|anchor-location	public review file p.7	author response in public review file p.34	CLAIM_CALIBRATION — Use pure and mixed for inferred cell assignments and reserve doublet for native doublet-model output.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-026-03089-8/MediaObjects/41592_2026_3089_MOESM3_ESM.pdf	c25e4baa350ee618b33e5ffd67eafdcff15bdbfe920e1e023406803da18002e5
TPR068	10.1038/s41592-026-03034-9	Nature Methods	2026-03-27	spatial	NO_NOTICE_SIGNAL_FOUND as screened 2026-08-22: No targeted post-publication notice signal was found in the checked official page/status metadata and linked correction records as of the checked date; this one-time screen does not establish absence of undisclosed or future concerns.	manuscript-grounded-defect	MULTIOMICS_INTEGRATION;MECHANISM_CAUSALITY;BENCHMARK_FAIRNESS;DATA_CODE_AVAILABILITY;QC_PREPROCESSING;METHODS_REPRODUCIBILITY	1.0.0	MULTIOMICS_ALIGNMENT_ANNOTATION;MECHANISM_FUNCTION_PERTURBATION;COMPARATOR_CONTROL_ABLATION;REPRODUCIBILITY_OPENNESS;MEASUREMENT_QC_SPATIAL_TRUTH	Cross-modal or cell-level interpretation requires traceable matched units, defensible annotation or alignment, and evidence for the claimed bridge.	The reviewer noted that the multi-omics alignment claim rested largely on single-omics slice alignment and requested genuine multi-omics slice benchmarks.	The authors added mouse-brain epigenomic-pair and mouse-spleen transcriptome-proteome alignment datasets, compared five baselines, and evaluated 3d-OT with one versus both modalities.	PRF pp.24-25: Authors report the new multi-omics slice benchmarks, five comparator methods and superior performance of the two-modality 3d-OT configuration.	experiment-or-analysis-added	accept-core-concern|add-targeted-experiment-or-analysis|report-result|anchor-location	public review file pp.2-3	author response in public review file pp.24-25	MULTIOMICS_INTEGRATION — Benchmark cross-modal slice alignment on genuinely paired multi-omics slices and include one-versus-both-modality ablations.	https://static-content.springer.com/esm/art%3A10.1038%2Fs41592-026-03034-9/MediaObjects/41592_2026_3034_MOESM3_ESM.pdf	eccf5ac3f8d0763abad1a48cbd933e2a8a134e06604a22ed703cb2e90e11ae0b
